objectid,parentid,filename,title,creator,description,date,archival date,subject,latitude,longitude,source,donor,identifier,rights,standardized rights,item_type,format original,type,format,display_template,object_location,image_small,image_thumb
twrs494,,ACHORD__1999__p_2001__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 1999","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,1999,1999,salmonids,,,,,"ACHORD, 1999 (p 2001) Salmon",,,,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1999__p_2001__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1999__p_2001__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1999__p_2001__salmon_th.jpg
twrs491,,ACHORD__2002__p_2003__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2000-2001 (1280)","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,2002,2002,salmonids,,,,,"ACHORD, 2002 (p 2003) Salmon",,,artifacts,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2002__p_2003__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2002__p_2003__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2002__p_2003__salmon_th.jpg
twrs493,,ACHORD__2000__p_2001__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2000-2001 (1281)","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,2000,2000,salmonids,,,,,"ACHORD, 2000 (p 2001) Salmon",,,artifacts,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2000__p_2001__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2000__p_2001__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2000__p_2001__salmon_th.jpg
twrs492,,ACHORD__2001__p_2002__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2001-2002","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,2001,2001,salmonids,,,,,"ACHORD, 2001 (p 2002) Salmon",,,,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2001__p_2002__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2001__p_2002__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2001__p_2002__salmon_th.jpg
twrs490,,ACHORD__2003__p_2004__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2002-2003","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,2003,2003,salmonids,,,,,"ACHORD, 2003 (p 2004) Salmon",,,,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2003__p_2004__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2003__p_2004__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2003__p_2004__salmon_th.jpg
twrs489,,ACHORD__2004__p_2005__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2004-2005 Annual Report","Achord, S.; Hodge, J. M.; Sandford, B. P.; Hockersmith, E.; McIntyre, K. W.; Paasch, N. N.; Williams, J. G.",Annual Report,2005,2005,salmonids,,,,,"ACHORD, 2004 (p 2005) Salmon",,,,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2004__p_2005__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2004__p_2005__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2004__p_2005__salmon_th.jpg
twrs488,,Wild2006-2007_Achord_EtAl2008_annual_rpt.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2006-2007 Annual Report","Achord, S.; Hodge, J. M.; Sandford, B. P.; Hockersmith, E.; McIntyre, K. W.; Paasch, N. N.; Williams, J. G.",Annual Report,2007,2007,salmonids,,,,,Wild2006-2007 Achord EtAl2008 annual rpt,,,,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Wild2006-2007_Achord_EtAl2008_annual_rpt.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/wild2006-2007_achord_etal2008_annual_rpt_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/wild2006-2007_achord_etal2008_annual_rpt_th.jpg
twrs452,,https://www.fs.fed.us/foresthealth/fhm/posters/posters08/white_pine_blister_rust.pdf,"Monitoring Whitebark Pine, blister rust and fuels in the Frank Church River of No Return Wilderness Area (1286)","Fins, L.; Hoppus, B.; Akenson, J.; Akenson, H.",Academic Poster,2007,2007,whitebark pine; Frank Church River of No Return Wilderness;vegetation,,,,University of Idaho,,,,artifacts,,Text,application/pdf,pdf,https://www.fs.fed.us/foresthealth/fhm/posters/posters08/white_pine_blister_rust.pdf,,
twrs610,,FINS__2005_Whitepine_Bark_Poster.pdf,"Monitoring Whitebark Pine, blister rust and fuels in the Frank Church River of No Return Wilderness Area (1287)","Fins, L.; Krakowski, J.",Academic Poster,2005,2005,whitebark pine;vegetation; fire,,,,,"FINS, 2005 Whitepine Bark Poster",,,artifacts,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/FINS__2005_Whitepine_Bark_Poster.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/fins__2005_whitepine_bark_poster_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/fins__2005_whitepine_bark_poster_th.jpg
twrs460,,DAVIS__MINSHALL__2001_Monitoring.pdf,Monitoring Wilderness Stream Ecosystems,"Davis, J. C.; Minshall, G. W.; Robinson, C. T.; Landres, P.",Research Report,2001,2001,water; hydrology,,,,,"DAVIS, MINSHALL, 2001 Monitoring",,,,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/DAVIS__MINSHALL__2001_Monitoring.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/davis__minshall__2001_monitoring_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/davis__minshall__2001_monitoring_th.jpg
b3-wolves-006,,b3-Wolves-006.pdf,Monumental Creek Wolf Activity,"Shake, Corey",Field notes on wolves at Monumental Creek,2003-07-24,24 July 2003,wolves; Monumental Creek;field notes,45.020347,-115.116145,,,b3-Wolves-006,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b3-Wolves-006.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b3-wolves-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b3-wolves-006_th.jpg
b10-031,,b10-031.pdf,More extensive writings on Big Creek history,,"List of papers and articles offering extensive research on the history of the Big Creek, Idaho area.",,,native americans; bibliography;research paper; national forests; wilderness areas,45.10333277,-114.850658,,Taylor Ranch,b10-031,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b10-031.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b10-031_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b10-031_th.jpg
b10-078,,b10-078.pdf,Morgan Brownlee and the Stranger: The Story of One of Idaho's Pioneers on the Payette National Forest,"Reddy, Sheila D.","Paper providing a personal narrative by Morgan Brownlee about his meeting a stranger, as well as some background about his life.",1993,1993,pioneers; freight; mining; personal narratives,45.10333277,-114.850658,,Taylor Ranch,b10-078,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,research paper,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b10-078.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b10-078_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b10-078_th.jpg
twrs068,,DSC_0191.JPG,Mountain Lion Hide (1292),,Mountain Lion Hide,2021,2021,mountain lion; Taxidermy; research paper,45.102402,-114.850242,,,DSC_0191,,,artifacts,photographs,Image;StillImage,image/jpeg,multiple,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0191.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0191_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0191_th.jpg
twrs069,twrs068,DSC_0192.JPG,Mountain Lion Hide (1293),,Mountain Lion Hide,2021,2021,mountain lion; Taxidermy; research paper,45.102402,-114.850242,,,DSC_0192,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0192.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0192_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0192_th.jpg
twrs162,,DSC_0298.JPG,Mountain lion leg cuff (1294),,Leg cuff used for mountain lion research.,2021,2021,mountain lion,45.102402,-114.850242,,,DSC_0298,,,artifacts,photographs,Image;StillImage,image/jpeg,multiple,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0298.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0298_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0298_th.jpg
twrs163,twrs162,DSC_0299.JPG,Mountain lion leg cuff (1295),,Leg cuff used for mountain lion research.,2021,2021,mountain lion,45.102402,-114.850242,,,DSC_0299,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0299.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0299_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0299_th.jpg
b2-mountainlion-001,,b2-MountainLion-001.pdf,Mountain Lion Necropsy,"Akenson, Holly A.","necropsy results from a female mountain lion that attacked a dog in Yellow Pine, Idaho",1997-11-25,25 November 1997,mountain lion; necropsy; depredation; wildlife encounter; Yellowpine Bar; ,45.543619,-115.252043,,,b2-MountainLion-001,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b2-MountainLion-001.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b2-mountainlion-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b2-mountainlion-001_th.jpg
twrs070,,DSC_0193.JPG,Mountain Lion Paw,,Mountain Lion Paw,,,mountain lion; Taxidermy; research paper,45.102402,-114.850242,,,DSC_0193,,,artifacts,photographs,Image;StillImage,image/jpeg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0193.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0193_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0193_th.jpg
twrs362,,,Mountain lion population dynamics over a 20-year period on Big Creek in central Idaho,"Quigley, H. B.; Koehler, G. M.; Hornocker, M. G.",,1987,1987,mountain lion; Big Creek,,,,,,,,,,Text,record,record,,,
b2-mountainlion-006,,b2-MountainLion-006.pdf,Mountain Lion Social Organization,"Seidensticker, John C.",Seidensticker's dissertation on mountain lion social organization based on field work conducted in and around Taylor Ranch,1973-03-01,1 March 1973,mountain lions; predators; big game management; ecology; Big Creek; Taylor Ranch Idaho Primitive Area,45.102587,-114.849884,,,b2-MountainLion-006,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b2-MountainLion-006.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b2-mountainlion-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b2-mountainlion-006_th.jpg
twrs607,,LEONHARDY__KOEHLER_1985_10_VY_31_site.pdf,Mountain Sheep and Human Predation: Forager Adaptation in the Salmon River Mountains,"Leonhardy, F.; Koehler, G.",Report,1985,1985,anthropology;bighorn sheep,,,,,"LEONHARDY, KOEHLER,1985 10 VY 31 site",,,,,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/LEONHARDY__KOEHLER_1985_10_VY_31_site.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/leonhardy__koehler_1985_10_vy_31_site_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/leonhardy__koehler_1985_10_vy_31_site_th.jpg
b10-058,,b10-058.pdf,Mountain Sheep and Human Predation: Forager Adaptations in the Salmon River Mountains,"Leonhardy, Frank C.;Koehler, Gary M.",Article on the use of mountain sheep as a primary winter food source for prehistoric humans.,,,native americans; Ovis (genus); prehistoric; hunter-gather (early cultures),45.10333277,-114.850658,,Taylor Ranch,b10-058,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,,text document,Text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/b10-058.pdf,https://www.lib.uidaho.edu/digital/objects/taylorarchive/small/b10-058_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylorarchive/thumbs/b10-058_th.jpg
