objectid,filename,title,creator,description,date,date_is_approximate,subject,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,display_template,object_location,image_small,image_thumb,youtubeid
bsu_2017-10-07_homecoming_01,bsu_2017-10-07_homecoming_01.jpg,Homecoming 2017 [1],University of Idaho Black Student Union,Black Student Union (BSU) students marching for Black Lives Matter in the 2017 Homecoming Parade.,2017-10-07,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2017-10-07_homecoming_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2017-10-07_homecoming_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2017-10-07_homecoming_01_th.jpg,
bsu_2017-10-07_homecoming_02,bsu_2017-10-07_homecoming_02.jpg,Homecoming 2017 [2],University of Idaho Black Student Union,Black Student Union (BSU) students marching for Black Lives Matter in the 2017 Homecoming Parade.,2017-10-07,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2017-10-07_homecoming_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2017-10-07_homecoming_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2017-10-07_homecoming_02_th.jpg,
bsu_2017-10-07_homecoming_03,bsu_2017-10-07_homecoming_03.jpg,Homecoming 2017 [3],University of Idaho Black Student Union,Black Student Union (BSU) students marching for Black Lives Matter in the 2017 Homecoming Parade.,2017-10-07,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2017-10-07_homecoming_03.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2017-10-07_homecoming_03_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2017-10-07_homecoming_03_th.jpg,
bsu_2017-10-07_homecoming_04,bsu_2017-10-07_homecoming_04.jpg,Homecoming 2017 [4],University of Idaho Black Student Union,Black Student Union (BSU) students marching for Black Lives Matter in the 2017 Homecoming Parade.,2017-10-07,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2017-10-07_homecoming_04.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2017-10-07_homecoming_04_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2017-10-07_homecoming_04_th.jpg,
bsu_nsbe-ui_spokanetrip,bsu_nsbe-ui_spokanetrip.jpg,National Society of Black Engineers,University of Idaho Black Student Union,National Society of Black Engineers (NSBE) in Spokane after teaching kids about science.,2018,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_nsbe-ui_spokanetrip.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_nsbe-ui_spokanetrip_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_nsbe-ui_spokanetrip_th.jpg,
bsu_unityawards_01,bsu_unityawards_01.jpg,Unity End of the Year Awards Banquet [1],University of Idaho Black Student Union,The Black Student Union (BSU) at the UNITY end of the year awards banquet,2014,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_unityawards_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_unityawards_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_unityawards_01_th.jpg,
bsu_unityawards_02,bsu_unityawards_02.jpg,Unity End of the Year Awards Banquet [2],University of Idaho Black Student Union,The Black Student Union (BSU) at the UNITY end of the year awards banquet,2014,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_unityawards_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_unityawards_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_unityawards_02_th.jpg,
bsu_markedwards_01,bsu_markedwards_01.jpg,Dr. Mark Edwards [1],University of Idaho Black Student Union,"Dr Mark Edwards, the first University of Idaho Chief Diversity Officer, speaking at a National Society of Black Engineers (NSBE) event.",2010,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_markedwards_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_markedwards_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_markedwards_01_th.jpg,
bsu_markedwards_02,bsu_markedwards_02.jpg,Dr. Mark Edwards [2],University of Idaho Black Student Union,"Dr Mark Edwards, the first University of Idaho Chief Diversity Officer, speaking at a National Society of Black Engineers (NSBE) event.",2010,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_markedwards_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_markedwards_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_markedwards_02_th.jpg,
bsu_soulfoodsunday,bsu_soulfoodsunday.jpg,Soul Food Sunday,University of Idaho Black Student Union,Students sitting around the table at a Soul Food Sunday event.,2015,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_soulfoodsunday.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_soulfoodsunday_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_soulfoodsunday_th.jpg,
bsu_2016_missafricaidaho,bsu_2016_missafricaidaho.jpg,Miss Africa Idaho 2016,University of Idaho Black Student Union,Contestants and others at the Miss Africa Idaho competition.,2016,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2016_missafricaidaho.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2016_missafricaidaho_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2016_missafricaidaho_th.jpg,
bsu_2016_getinvolvedfair,bsu_2016_getinvolvedfair.jpg,Get Involved Fair,University of Idaho Black Student Union,Black Student Union (BSU) students tabling at the Get Involved Fair.,2016,,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu_2016_getinvolvedfair.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu_2016_getinvolvedfair_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu_2016_getinvolvedfair_th.jpg,
gem_debra_baker_williams_1973,gem_debra_baker_williams_1973.jpg,Debra Baker,University of Idaho Black Student Union,Student portrait from the 1973 Gem of the Mountains yearbook.,1973,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/gem_debra_baker_williams_1973.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/gem_debra_baker_williams_1973_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/gem_debra_baker_williams_1973_th.jpg,
gem_claudia_hawkins_1973,gem_claudia_hawkins_1973.jpg,Claudia Hawkins,University of Idaho Black Student Union,Student portrait from the 1973 Gem of the Mountains yearbook.,1973,yes,Black Student Union,,,,,image/jpeg,image;stillimage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/gem_claudia_hawkins_1973.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/gem_claudia_hawkins_1973_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/gem_claudia_hawkins_1973_th.jpg,
